                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    303,                0.83901,                0.76809,                 1.2217,                0.61935,                0.69412,                0.66442,                0.45837,                 1.4216,                 1.1289,                 2.2327,              0.0040204,              0.0040204,              0.0040204
                    304,                0.79817,                0.74059,                 1.1781,                0.66557,                0.71386,                 0.6745,                0.45749,                 1.4113,                 1.1306,                 2.1827,              0.0040006,              0.0040006,              0.0040006
                    305,                0.79263,                  0.743,                 1.1966,                0.73275,                0.66326,                0.73229,                0.48005,                 1.3187,                 1.1018,                  1.999,              0.0039808,              0.0039808,              0.0039808
                    306,                0.76699,                0.68111,                 1.1455,                0.75252,                0.63082,                0.69444,                0.46948,                 1.3169,                 1.0331,                 1.9517,               0.003961,               0.003961,               0.003961
                    307,                0.77669,                0.70326,                  1.169,                0.63435,                0.68515,                0.69133,                0.47444,                 1.2928,                 1.0653,                  1.848,              0.0039412,              0.0039412,              0.0039412
                    308,                0.78796,                0.70929,                 1.1675,                0.80512,                0.58471,                0.70081,                0.47492,                  1.289,                 1.0454,                 1.8125,              0.0039214,              0.0039214,              0.0039214
                    309,                0.78506,                0.71481,                 1.1967,                 0.6559,                0.74353,                0.71448,                0.49182,                 1.2816,                0.99286,                 1.8417,              0.0039016,              0.0039016,              0.0039016
                    310,                0.80988,                0.75084,                 1.1891,                0.62424,                0.65529,                0.70789,                0.47664,                 1.3035,                 1.0744,                  1.892,              0.0038818,              0.0038818,              0.0038818
                    311,                0.82005,                0.73573,                 1.2063,                0.66849,                0.60929,                0.67418,                0.45603,                 1.2774,                 1.3491,                 1.8306,               0.003862,               0.003862,               0.003862
                    312,                0.82769,                0.75991,                 1.2094,                0.65111,                0.61529,                0.67351,                0.45562,                 1.3022,                 1.3844,                 1.8663,              0.0038422,              0.0038422,              0.0038422
                    313,                0.81096,                0.72516,                 1.1999,                0.70655,                0.62471,                0.71584,                0.47919,                 1.2475,                 1.1877,                 1.8927,              0.0038224,              0.0038224,              0.0038224
                    314,                0.77254,                0.72862,                 1.1799,                 0.6787,                 0.7623,                0.75535,                0.47941,                  1.254,                 1.0975,                 1.9175,              0.0038026,              0.0038026,              0.0038026
                    315,                0.83906,                0.76705,                 1.2281,                 0.7278,                0.73049,                0.75864,                0.49408,                 1.2954,                0.99498,                 1.9908,              0.0037828,              0.0037828,              0.0037828
                    316,                0.80804,                 0.7551,                 1.2079,                0.65918,                0.80235,                0.73952,                  0.491,                 1.2668,                 1.0023,                 1.9339,               0.003763,               0.003763,               0.003763
                    317,                0.81135,                0.73877,                 1.2139,                0.72371,                0.74335,                0.74293,                 0.4932,                 1.2303,                 1.0019,                 1.8919,              0.0037432,              0.0037432,              0.0037432
                    318,                0.81492,                0.70099,                 1.1981,                0.74457,                0.71412,                0.72308,                0.48852,                 1.1718,                 1.0184,                 1.7837,              0.0037234,              0.0037234,              0.0037234
                    319,                 0.7612,                0.70912,                 1.1824,                0.74484,                0.68077,                0.71557,                0.47711,                 1.1362,                 1.0413,                 1.7549,              0.0037036,              0.0037036,              0.0037036
                    320,                0.79484,                 0.7294,                 1.1924,                0.73959,                0.63529,                0.70593,                0.47692,                  1.177,                 1.1163,                 1.7882,              0.0036838,              0.0036838,              0.0036838
                    321,                0.74815,                0.70786,                 1.1698,                0.84898,                0.61529,                0.71277,                0.50253,                 1.0924,                 1.1544,                 1.6757,               0.003664,               0.003664,               0.003664
                    322,                0.76809,                0.69854,                 1.1747,                0.86387,                0.63529,                0.72402,                 0.5099,                 1.1697,                 1.1661,                 1.7727,              0.0036442,              0.0036442,              0.0036442
                    323,                 0.7912,                0.74743,                 1.2006,                0.70436,                0.68471,                0.71896,                0.50447,                 1.2731,                 1.1908,                 1.8728,              0.0036244,              0.0036244,              0.0036244
                    324,                0.77052,                0.69626,                  1.175,                0.82176,                0.65302,                0.73459,                0.50677,                 1.2439,                 1.1774,                 1.8227,              0.0036046,              0.0036046,              0.0036046
                    325,                0.76154,                0.70378,                 1.1782,                0.77687,                0.62726,                0.71816,                0.48028,                 1.2344,                 1.0775,                 1.8024,              0.0035848,              0.0035848,              0.0035848
                    326,                0.79242,                0.72302,                 1.2067,                0.67052,                0.69412,                0.72171,                0.47041,                 1.2254,                 1.0725,                 1.8103,               0.003565,               0.003565,               0.003565
                    327,                0.78696,                 0.6911,                 1.1823,                 0.7416,                 0.7404,                0.78418,                0.51067,                 1.1957,                 1.0089,                 1.7348,              0.0035452,              0.0035452,              0.0035452
                    328,                0.75725,                0.72505,                 1.1549,                0.75597,                0.73246,                0.78346,                0.52719,                  1.191,                0.94229,                   1.76,              0.0035254,              0.0035254,              0.0035254
                    329,                0.79944,                 0.7377,                 1.1969,                0.81944,                0.72353,                0.78219,                0.53047,                 1.2002,                0.92123,                 1.7449,              0.0035056,              0.0035056,              0.0035056
                    330,                0.77961,                0.70977,                 1.1702,                0.80828,                0.72046,                0.75264,                0.51382,                 1.2715,                0.91727,                  1.772,              0.0034858,              0.0034858,              0.0034858
                    331,                0.78727,                0.72535,                 1.1894,                  0.845,                0.68781,                0.79216,                0.52375,                 1.2829,                 0.9853,                 1.7877,               0.003466,               0.003466,               0.003466
                    332,                0.79553,                0.73024,                  1.183,                0.78792,                0.64471,                0.78141,                0.51562,                 1.3254,                0.99044,                 1.8244,              0.0034462,              0.0034462,              0.0034462
                    333,                0.79121,                0.71273,                 1.1845,                0.68479,                0.67275,                0.70806,                0.51265,                 1.2481,                 1.0032,                  1.793,              0.0034264,              0.0034264,              0.0034264
                    334,                0.75512,                0.68058,                 1.1529,                0.69198,                0.69412,                0.70395,                  0.491,                 1.2543,                 1.0536,                 1.8008,              0.0034066,              0.0034066,              0.0034066
                    335,                 0.7495,                0.67298,                 1.1588,                0.68172,                0.71412,                0.71144,                0.46432,                 1.2742,                 1.1438,                 1.8579,              0.0033868,              0.0033868,              0.0033868
                    336,                0.78743,                 0.7174,                 1.1837,                0.68715,                0.68471,                0.70237,                0.46282,                 1.2916,                 1.1691,                 1.9142,               0.003367,               0.003367,               0.003367
                    337,                0.75397,                0.73769,                 1.1541,                0.78082,                0.68189,                0.71612,                0.46995,                 1.2946,                 1.1297,                 1.9517,              0.0033472,              0.0033472,              0.0033472
                    338,                0.77395,                0.68719,                 1.1895,                0.78779,                0.71412,                 0.7391,                0.48992,                 1.2558,                 1.0844,                 1.8776,              0.0033274,              0.0033274,              0.0033274
                    339,                0.75097,                0.67426,                  1.152,                0.75847,                0.71412,                0.74765,                0.49524,                 1.2487,                 1.0582,                 1.8298,              0.0033076,              0.0033076,              0.0033076
                    340,                0.73108,                0.66787,                 1.1623,                0.76177,                0.71412,                 0.7311,                0.49916,                 1.2411,                 1.0749,                 1.8142,              0.0032878,              0.0032878,              0.0032878
                    341,                0.74309,                0.68804,                 1.1576,                0.77313,                0.68471,                0.72756,                0.48996,                 1.2888,                 1.0494,                 1.8518,               0.003268,               0.003268,               0.003268
                    342,                0.74837,                0.69668,                 1.1726,                0.78097,                0.68471,                0.72634,                0.49659,                 1.2968,                 1.0573,                 1.8433,              0.0032482,              0.0032482,              0.0032482
                    343,                0.73809,                0.66664,                 1.1462,                0.75748,                0.68076,                0.72209,                0.50982,                 1.2277,                 1.0204,                 1.7398,              0.0032284,              0.0032284,              0.0032284
                    344,                0.75265,                0.65431,                 1.1873,                0.71377,                0.71412,                0.75535,                0.51842,                 1.1884,                   1.03,                 1.6823,              0.0032086,              0.0032086,              0.0032086
                    345,                0.72395,                0.65503,                 1.1362,                0.65935,                 0.7355,                0.72819,                 0.5197,                 1.1611,                0.94948,                 1.6715,              0.0031888,              0.0031888,              0.0031888
                    346,                 0.7659,                0.67504,                 1.1647,                0.71534,                0.72171,                0.73883,                 0.5152,                 1.1955,                0.97568,                 1.7368,               0.003169,               0.003169,               0.003169
                    347,                0.71669,                0.64672,                 1.1425,                0.69835,                0.74027,                0.70189,                0.47968,                 1.2775,                 1.0443,                 1.8773,              0.0031492,              0.0031492,              0.0031492
                    348,                0.78577,                0.73245,                 1.2096,                0.74311,                 0.7075,                0.71769,                0.49047,                 1.2906,                 1.1068,                 1.8635,              0.0031294,              0.0031294,              0.0031294
                    349,                0.72259,                0.64307,                 1.1491,                0.71448,                0.74132,                 0.7217,                0.49043,                 1.3126,                 1.0584,                 1.8629,              0.0031096,              0.0031096,              0.0031096
                    350,                0.74919,                0.67141,                 1.1597,                0.73919,                0.71579,                0.72302,                0.49612,                 1.3128,                 1.0068,                 1.8567,              0.0030898,              0.0030898,              0.0030898
                    351,                 0.7721,                 0.6893,                 1.1762,                0.69165,                0.77294,                0.79877,                0.53206,                 1.3165,                0.90471,                 1.9214,                0.00307,                0.00307,                0.00307
                    352,                0.75318,                0.69258,                 1.1636,                0.72515,                0.74353,                0.79992,                0.51564,                 1.2811,                0.89906,                 1.8942,              0.0030502,              0.0030502,              0.0030502
                    353,                0.75454,                 0.7012,                  1.184,                0.79785,                0.61962,                0.72132,                0.50372,                 1.2909,                 1.0272,                 1.9072,              0.0030304,              0.0030304,              0.0030304
                    354,                0.75339,                0.65962,                 1.1532,                0.66144,                0.69412,                0.70389,                0.49548,                 1.2704,                 1.0711,                 1.9078,              0.0030106,              0.0030106,              0.0030106
                    355,                0.74127,                 0.7005,                 1.1631,                0.66703,                0.67412,                0.67097,                0.47661,                 1.2777,                 1.0829,                 1.9205,              0.0029908,              0.0029908,              0.0029908
                    356,                 0.7397,                0.67439,                 1.1655,                0.61832,                0.65412,                0.66089,                0.47002,                  1.302,                 1.0964,                 1.9248,               0.002971,               0.002971,               0.002971
                    357,                0.75245,                0.69097,                 1.1567,                0.55125,                0.73422,                0.65865,                0.45695,                 1.4168,                 1.1485,                 2.0435,              0.0029512,              0.0029512,              0.0029512
                    358,                0.71235,                 0.6512,                 1.1343,                0.64119,                0.66744,                0.69249,                0.46971,                 1.4175,                 1.1669,                 2.0553,              0.0029314,              0.0029314,              0.0029314
                    359,                0.73315,                0.67808,                  1.165,                0.56322,                0.72779,                0.70568,                0.48325,                 1.3558,                 1.1002,                 1.9955,              0.0029116,              0.0029116,              0.0029116
                    360,                 0.7519,                0.65965,                 1.1695,                0.55513,                0.72353,                0.68319,                0.49214,                 1.3824,                 1.1126,                 2.0494,              0.0028918,              0.0028918,              0.0028918
                    361,                0.73325,                0.67407,                 1.1552,                0.65894,                0.67389,                 0.6984,                0.50709,                 1.3445,                 1.0715,                 1.9917,               0.002872,               0.002872,               0.002872
                    362,                0.71248,                0.66507,                 1.1538,                0.64446,                0.68623,                 0.7109,                0.50944,                 1.2958,                 1.0791,                 1.9145,              0.0028522,              0.0028522,              0.0028522
                    363,                0.72704,                0.66121,                 1.1294,                0.74495,                0.61697,                0.71989,                0.51995,                 1.2066,                 1.0392,                  1.756,              0.0028324,              0.0028324,              0.0028324
                    364,                0.72612,                0.66527,                 1.1607,                0.77164,                 0.6396,                0.72254,                 0.5059,                 1.2248,                 1.0685,                  1.783,              0.0028126,              0.0028126,              0.0028126
                    365,                0.72271,                0.65085,                 1.1496,                0.74017,                0.68471,                0.71855,                0.48154,                 1.3174,                 1.0283,                  1.948,              0.0027928,              0.0027928,              0.0027928
                    366,                0.73186,                0.64616,                 1.1453,                0.70711,                0.68471,                0.70568,                0.47955,                 1.3611,                  1.039,                 1.9959,               0.002773,               0.002773,               0.002773
                    367,                0.69612,                0.62193,                 1.1316,                0.80141,                0.66471,                0.70675,                0.48106,                 1.3543,                 1.0652,                 2.0407,              0.0027532,              0.0027532,              0.0027532
                    368,                0.71983,                0.63953,                 1.1323,                0.84997,                0.61529,                0.73394,                0.48291,                  1.338,                 1.0413,                 2.0547,              0.0027334,              0.0027334,              0.0027334
                    369,                0.71901,                0.65638,                 1.1529,                0.82178,                0.62471,                0.73542,                0.49779,                 1.3114,                 1.0247,                 1.9801,              0.0027136,              0.0027136,              0.0027136
                    370,                0.67273,                0.60379,                 1.1224,                0.81039,                0.60471,                0.73858,                0.50975,                 1.3142,                 1.0571,                 1.9802,              0.0026938,              0.0026938,              0.0026938
                    371,                0.71497,                0.66244,                 1.1411,                0.73618,                0.61311,                0.70252,                0.48426,                 1.3626,                 1.1608,                 2.0436,               0.002674,               0.002674,               0.002674
                    372,                0.71603,                0.62621,                 1.1371,                0.71667,                0.73294,                0.74087,                0.50058,                 1.3253,                  1.153,                 1.9847,              0.0026542,              0.0026542,              0.0026542
                    373,                  0.746,                0.64975,                 1.1549,                0.70383,                0.74809,                0.77773,                 0.5091,                 1.2663,                 1.0302,                 1.8941,              0.0026344,              0.0026344,              0.0026344
                    374,                0.74227,                0.66794,                 1.1535,                0.69668,                0.71559,                0.76199,                0.49748,                 1.2341,                 1.0725,                 1.8212,              0.0026146,              0.0026146,              0.0026146
                    375,                0.69227,                0.64265,                 1.1198,                0.61493,                0.82235,                0.77064,                0.51584,                 1.2116,                 1.0883,                 1.7765,              0.0025948,              0.0025948,              0.0025948
                    376,                 0.7006,                0.65264,                 1.1448,                0.66845,                 0.7784,                 0.7624,                0.52029,                  1.184,                 1.0639,                 1.7722,               0.002575,               0.002575,               0.002575
                    377,                0.71147,                0.65264,                 1.1445,                0.55674,                0.75252,                0.73459,                0.52682,                 1.1745,                 1.0367,                 1.7431,              0.0025552,              0.0025552,              0.0025552
                    378,                0.70911,                0.63126,                 1.1192,                0.59836,                0.73794,                0.72093,                0.52479,                 1.2028,                 1.0675,                 1.7718,              0.0025354,              0.0025354,              0.0025354
                    379,                0.73222,                0.66884,                   1.13,                 0.5861,                0.72353,                0.68194,                0.49875,                 1.2362,                 1.1456,                 1.8127,              0.0025156,              0.0025156,              0.0025156
                    380,                0.71799,                0.63571,                 1.1494,                0.61231,                0.70963,                0.67573,                0.48864,                 1.2207,                 1.1667,                 1.7914,              0.0024958,              0.0024958,              0.0024958
                    381,                0.72227,                0.62934,                 1.1559,                0.80838,                0.63529,                0.70431,                0.49687,                  1.251,                 1.0494,                 1.8232,               0.002476,               0.002476,               0.002476
                    382,                 0.7226,                0.64232,                 1.1514,                0.79905,                0.66471,                 0.7236,                0.49808,                 1.2666,                 1.0324,                 1.8443,              0.0024562,              0.0024562,              0.0024562
                    383,                 0.7029,                0.63314,                 1.1358,                 0.7571,                0.70252,                 0.7568,                0.50637,                 1.2938,                0.99171,                 1.9013,              0.0024364,              0.0024364,              0.0024364
                    384,                0.66914,                0.61756,                 1.1053,                0.78616,                0.69412,                0.77091,                0.51398,                  1.266,                0.95322,                 1.8536,              0.0024166,              0.0024166,              0.0024166
                    385,                 0.7085,                0.64462,                 1.1479,                0.75837,                0.68828,                  0.766,                 0.5184,                 1.2167,                 1.0302,                 1.7973,              0.0023968,              0.0023968,              0.0023968
                    386,                0.74305,                0.65857,                 1.1584,                0.74189,                0.69412,                 0.7804,                0.53685,                 1.1975,                 0.9886,                 1.7583,               0.002377,               0.002377,               0.002377
                    387,                0.67005,                0.58649,                 1.0994,                0.79218,                0.77082,                0.80454,                0.54679,                  1.232,                0.97533,                 1.7652,              0.0023572,              0.0023572,              0.0023572
                    388,                0.68153,                0.62395,                 1.1393,                0.73753,                0.79762,                0.77625,                0.51243,                 1.2694,                0.96353,                 1.8098,              0.0023374,              0.0023374,              0.0023374
                    389,                0.69829,                0.61866,                 1.1266,                 0.7865,                0.69455,                0.75403,                0.51295,                 1.2419,                 1.0111,                 1.7851,              0.0023176,              0.0023176,              0.0023176
                    390,                0.70575,                0.63271,                  1.146,                0.78862,                0.68471,                0.76039,                0.50903,                  1.286,                 1.0063,                 1.8817,              0.0022978,              0.0022978,              0.0022978
                    391,                0.70523,                0.63224,                 1.1203,                0.77735,                0.67817,                0.74052,                0.52776,                 1.3149,                0.91944,                 1.9694,               0.002278,               0.002278,               0.002278
                    392,                0.67297,                0.59843,                 1.0891,                0.66555,                0.69412,                0.73404,                 0.5197,                 1.2334,                0.94046,                 1.8767,              0.0022582,              0.0022582,              0.0022582
                    393,                 0.7138,                0.65666,                 1.1502,                0.82198,                0.54588,                0.72846,                 0.5106,                 1.2246,                 1.0122,                 1.8406,              0.0022384,              0.0022384,              0.0022384
                    394,                 0.6922,                0.63177,                 1.1205,                0.72238,                0.63412,                0.74671,                0.51958,                 1.2018,                0.99483,                 1.8131,              0.0022186,              0.0022186,              0.0022186
                    395,                0.66151,                0.61412,                 1.1128,                0.85126,                0.65412,                0.78041,                0.52122,                 1.2927,                 0.9526,                 1.9376,              0.0021988,              0.0021988,              0.0021988
                    396,                0.70983,                0.63913,                 1.1307,                0.87789,                0.67412,                0.77258,                0.51792,                 1.3454,                0.94189,                  2.045,               0.002179,               0.002179,               0.002179
                    397,                0.67643,                0.60975,                  1.114,                0.89549,                0.64471,                0.77786,                0.52433,                  1.333,                0.88797,                 2.0143,              0.0021592,              0.0021592,              0.0021592
                    398,                0.68255,                0.61487,                 1.1266,                0.92948,                0.64471,                 0.7822,                 0.5116,                 1.3042,                0.87272,                 1.9841,              0.0021394,              0.0021394,              0.0021394
                    399,                 0.6848,                0.62978,                 1.1475,                0.87059,                0.61911,                0.80335,                0.51404,                  1.316,                0.85192,                 2.0204,              0.0021196,              0.0021196,              0.0021196
                    400,                0.69778,                0.63732,                 1.1423,                0.86606,                0.59556,                0.76502,                0.50132,                 1.3043,                0.89684,                 1.9928,              0.0020998,              0.0020998,              0.0020998
                    401,                0.69428,                0.65565,                 1.1499,                0.72114,                0.70588,                0.73881,                0.49324,                 1.3206,                0.89374,                 1.9856,                0.00208,                0.00208,                0.00208
                    402,                0.70021,                0.65557,                 1.1408,                0.71314,                0.70353,                0.72836,                0.48994,                 1.3589,                0.91092,                 2.0318,              0.0020602,              0.0020602,              0.0020602
                    403,                0.67542,                0.60553,                 1.1278,                0.63245,                0.75294,                0.71816,                0.48709,                 1.3547,                0.96913,                 1.9921,              0.0020404,              0.0020404,              0.0020404
                    404,                0.67575,                0.59013,                 1.1264,                 0.6367,                0.70353,                0.71881,                0.49451,                 1.2972,                0.98456,                 1.9081,              0.0020206,              0.0020206,              0.0020206
                    405,                0.66067,                 0.5778,                 1.1054,                0.83353,                0.54715,                0.74264,                0.51351,                 1.2847,                0.99534,                 1.9191,              0.0020008,              0.0020008,              0.0020008
                    406,                0.67135,                0.62507,                 1.1205,                0.63455,                0.76501,                0.75328,                0.50961,                 1.3318,                0.98517,                 2.0492,               0.001981,               0.001981,               0.001981
                    407,                0.67861,                0.60594,                 1.1151,                 0.6623,                0.75294,                 0.7509,                0.51492,                  1.329,                0.98678,                 2.0325,              0.0019612,              0.0019612,              0.0019612
                    408,                0.68863,                0.63092,                 1.1448,                0.67172,                0.72353,                0.75903,                0.51927,                 1.3288,                0.96905,                 2.0444,              0.0019414,              0.0019414,              0.0019414
                    409,                0.65431,                0.61677,                 1.1253,                 0.6498,                0.72353,                0.76233,                0.51441,                 1.3187,                0.93443,                 2.0404,              0.0019216,              0.0019216,              0.0019216
                    410,                0.67802,                0.60036,                  1.143,                0.63067,                0.75294,                0.76158,                0.51858,                 1.3015,                0.94555,                 1.9572,              0.0019018,              0.0019018,              0.0019018
                    411,                0.65844,                0.59518,                 1.1185,                0.70753,                0.68353,                0.75191,                0.52053,                 1.2933,                0.95511,                 1.9305,               0.001882,               0.001882,               0.001882
                    412,                0.69793,                0.61524,                 1.1386,                0.75444,                0.69636,                0.77238,                0.52534,                 1.2843,                0.93769,                  1.931,              0.0018622,              0.0018622,              0.0018622
                    413,                0.65961,                0.61527,                 1.1078,                0.74034,                0.74655,                0.78814,                0.52758,                 1.2812,                0.93541,                 1.9512,              0.0018424,              0.0018424,              0.0018424
                    414,                0.65133,                0.58247,                 1.1236,                0.75132,                0.73294,                0.79434,                0.53405,                 1.2281,                0.95489,                 1.8839,              0.0018226,              0.0018226,              0.0018226
                    415,                0.68384,                0.64996,                 1.1272,                0.75566,                0.76017,                0.79345,                0.54117,                 1.2503,                0.89319,                 1.8904,              0.0018028,              0.0018028,              0.0018028
                    416,                0.67691,                0.59585,                 1.0975,                0.68006,                0.80235,                0.79586,                0.52372,                 1.2752,                0.89217,                 1.9006,               0.001783,               0.001783,               0.001783
                    417,                0.67199,                0.60556,                 1.1398,                0.67906,                0.85176,                  0.798,                0.53483,                 1.2726,                0.89363,                 1.8805,              0.0017632,              0.0017632,              0.0017632
                    418,                 0.6651,                0.59078,                 1.1278,                0.74821,                0.71182,                0.79522,                0.52892,                 1.3094,                0.90856,                 1.9693,              0.0017434,              0.0017434,              0.0017434
                    419,                0.63567,                0.57793,                 1.0952,                0.86047,                 0.6535,                0.79381,                0.54202,                  1.314,                0.93348,                 1.9562,              0.0017236,              0.0017236,              0.0017236
                    420,                0.66283,                0.60503,                 1.1076,                0.86562,                0.64823,                0.79405,                0.52733,                 1.2628,                0.94419,                 1.8409,              0.0017038,              0.0017038,              0.0017038
                    421,                0.65737,                0.60396,                 1.1167,                0.79711,                0.66471,                0.76158,                 0.5324,                 1.2557,                0.93379,                 1.8375,               0.001684,               0.001684,               0.001684
                    422,                 0.6305,                 0.5749,                 1.0836,                0.79961,                0.66471,                0.76758,                0.53303,                 1.2545,                0.92764,                 1.8329,              0.0016642,              0.0016642,              0.0016642
                    423,                 0.6997,                0.61678,                 1.1406,                0.81959,                 0.6559,                0.77952,                0.54392,                 1.2396,                0.90787,                 1.8121,              0.0016444,              0.0016444,              0.0016444
                    424,                0.62265,                0.57346,                 1.0753,                0.74552,                0.69412,                0.77991,                0.54858,                 1.2219,                  0.896,                 1.7864,              0.0016246,              0.0016246,              0.0016246
                    425,                0.66256,                0.58871,                 1.1239,                0.69778,                0.75107,                0.78384,                0.54242,                 1.2388,                0.90945,                 1.7958,              0.0016048,              0.0016048,              0.0016048
                    426,                0.65203,                0.59045,                 1.0997,                0.66812,                0.72533,                0.76532,                0.54041,                 1.2521,                0.93004,                 1.8218,               0.001585,               0.001585,               0.001585
                    427,                0.65032,                  0.581,                 1.1039,                 0.6641,                0.69628,                0.76374,                0.53945,                 1.2469,                0.93369,                 1.8308,              0.0015652,              0.0015652,              0.0015652
                    428,                0.62903,                0.57769,                  1.103,                0.68291,                0.77294,                0.79021,                0.54611,                  1.228,                0.90423,                 1.8299,              0.0015454,              0.0015454,              0.0015454
                    429,                 0.6773,                0.59728,                 1.1163,                0.71518,                0.77294,                0.79481,                0.53448,                 1.2225,                0.87476,                 1.8207,              0.0015256,              0.0015256,              0.0015256
                    430,                 0.6351,                0.56346,                 1.0914,                0.74875,                0.74353,                0.79707,                0.54359,                 1.2085,                 0.8923,                 1.7987,              0.0015058,              0.0015058,              0.0015058
                    431,                0.65343,                0.58038,                 1.0927,                0.76106,                0.69412,                0.79459,                0.53302,                 1.2001,                0.87967,                 1.8039,               0.001486,               0.001486,               0.001486
                    432,                0.60367,                0.58046,                 1.0743,                0.84557,                0.69412,                0.80991,                0.55361,                  1.206,                0.85244,                 1.8232,              0.0014662,              0.0014662,              0.0014662
                    433,                0.64865,                0.57138,                 1.1111,                0.84375,                0.68044,                0.81438,                0.54349,                 1.1974,                0.87499,                 1.8077,              0.0014464,              0.0014464,              0.0014464
                    434,                0.64568,                0.56736,                 1.0964,                 0.8497,                0.67412,                0.80072,                 0.5431,                 1.2058,                0.87197,                 1.8129,              0.0014266,              0.0014266,              0.0014266
                    435,                0.65837,                0.60583,                 1.1181,                0.79898,                0.65412,                0.77736,                0.52812,                 1.2854,                0.87922,                 1.9399,              0.0014068,              0.0014068,              0.0014068
                    436,                0.63541,                 0.5627,                 1.0974,                 0.8617,                0.65325,                0.76474,                0.53085,                 1.3107,                0.89279,                 1.9823,               0.001387,               0.001387,               0.001387
                    437,                 0.6211,                0.56036,                 1.0757,                0.74929,                 0.6975,                0.76644,                0.52362,                  1.281,                0.89486,                 1.9559,              0.0013672,              0.0013672,              0.0013672
                    438,                0.62538,                0.59627,                  1.087,                0.72791,                 0.6844,                 0.7554,                0.52068,                 1.2594,                0.89223,                 1.9417,              0.0013474,              0.0013474,              0.0013474
                    439,                0.61838,                0.57214,                 1.0836,                0.68181,                0.70353,                0.74813,                0.51567,                 1.2545,                0.93619,                 1.9492,              0.0013276,              0.0013276,              0.0013276
                    440,                 0.6235,                0.55448,                 1.0906,                0.63377,                0.74363,                0.74268,                0.50928,                 1.2572,                0.94275,                  1.963,              0.0013078,              0.0013078,              0.0013078
                    441,                0.62651,                0.55779,                 1.0949,                0.66705,                0.74372,                0.75399,                0.52067,                 1.2745,                0.94671,                  1.979,               0.001288,               0.001288,               0.001288
                    442,                0.63455,                0.59318,                 1.0774,                0.70138,                0.75554,                0.75862,                0.52529,                 1.2951,                 0.9135,                 2.0194,              0.0012682,              0.0012682,              0.0012682
                    443,                0.63945,                 0.5615,                 1.0817,                0.75118,                0.72353,                0.78093,                0.54421,                 1.3082,                0.85978,                 2.0469,              0.0012484,              0.0012484,              0.0012484
                    444,                0.65859,                0.59364,                 1.1151,                0.66789,                0.72571,                0.75617,                0.54608,                 1.2212,                 0.8778,                 1.8738,              0.0012286,              0.0012286,              0.0012286
                    445,                0.64589,                0.58949,                 1.0922,                0.80038,                0.66818,                0.77942,                0.55898,                 1.2776,                0.85143,                  2.005,              0.0012088,              0.0012088,              0.0012088
                    446,                0.63841,                 0.5694,                 1.0862,                0.82481,                0.67412,                 0.7866,                0.55502,                  1.287,                0.85159,                 2.0168,               0.001189,               0.001189,               0.001189
                    447,                0.66682,                0.58824,                  1.111,                0.77838,                 0.6873,                0.78797,                0.54585,                 1.2796,                0.87361,                 1.9527,              0.0011692,              0.0011692,              0.0011692
                    448,                0.63957,                0.57537,                 1.0931,                 0.7019,                 0.7643,                0.78138,                0.53488,                 1.2159,                0.91041,                 1.7952,              0.0011494,              0.0011494,              0.0011494
                    449,                 0.6298,                0.55828,                 1.1043,                0.75572,                0.72353,                0.78527,                0.53419,                 1.2309,                0.89435,                 1.8295,              0.0011296,              0.0011296,              0.0011296
                    450,                0.64456,                0.56424,                 1.1056,                0.74485,                0.77294,                 0.7944,                0.53534,                 1.2242,                 0.8807,                 1.7969,              0.0011098,              0.0011098,              0.0011098
                    451,                0.62253,                0.54728,                 1.0859,                  0.718,                0.82197,                0.79138,                0.54066,                 1.2199,                0.87181,                 1.8181,                0.00109,                0.00109,                0.00109
                    452,                0.61245,                0.55055,                 1.0899,                0.66397,                0.81056,                0.78599,                 0.5421,                 1.2236,                0.87624,                  1.835,              0.0010702,              0.0010702,              0.0010702
                    453,                0.62484,                0.56092,                 1.0854,                0.73311,                0.66471,                0.77622,                0.54478,                 1.2207,                0.89302,                 1.8313,              0.0010504,              0.0010504,              0.0010504
                    454,                0.59826,                0.57441,                 1.0803,                0.74202,                0.66471,                0.77202,                0.55394,                 1.2257,                0.90036,                 1.8378,              0.0010306,              0.0010306,              0.0010306
                    455,                0.61554,                 0.5346,                 1.0737,                0.82354,                0.66439,                0.77238,                0.53339,                 1.2337,                0.92488,                 1.8408,              0.0010108,              0.0010108,              0.0010108
                    456,                0.61486,                0.55581,                 1.0746,                0.78594,                0.66158,                 0.7678,                0.53418,                 1.2876,                0.93406,                 1.9635,               0.000991,               0.000991,               0.000991
                    457,                 0.6285,                0.56907,                 1.0916,                0.76275,                0.61813,                0.73399,                0.53488,                 1.2918,                0.94723,                 1.9801,              0.0009712,              0.0009712,              0.0009712
                    458,                0.66164,                0.55347,                 1.1012,                0.76562,                0.63278,                0.74366,                0.54806,                 1.2908,                0.91161,                 1.9982,              0.0009514,              0.0009514,              0.0009514
                    459,                 0.6138,                0.52988,                 1.0644,                0.70059,                0.67412,                0.74936,                0.54547,                 1.3016,                0.91614,                 2.0389,              0.0009316,              0.0009316,              0.0009316
